Iteration,Residual
3.800000000000000000e+02,1.733909774455670672e+01
3.810000000000000000e+02,1.737838040129365780e+01
3.820000000000000000e+02,1.732054758636982328e+01
3.830000000000000000e+02,1.735611203619566822e+01
3.840000000000000000e+02,1.717199443620420851e+01
3.850000000000000000e+02,1.686305285853482161e+01
3.860000000000000000e+02,1.702395936327520687e+01
3.870000000000000000e+02,1.662746599679251602e+01
3.880000000000000000e+02,1.651838512908623358e+01
3.890000000000000000e+02,1.665320697172086639e+01
3.900000000000000000e+02,1.657710492380082812e+01
3.910000000000000000e+02,1.625856234806022371e+01
3.920000000000000000e+02,1.565280584074289649e+01
3.930000000000000000e+02,1.509502369607953831e+01
3.940000000000000000e+02,1.509519463616784485e+01
3.950000000000000000e+02,1.527667760260805530e+01
3.960000000000000000e+02,1.494392114096791424e+01
3.970000000000000000e+02,1.454175899378212478e+01
3.980000000000000000e+02,1.423194673497128093e+01
3.990000000000000000e+02,1.383115028732594887e+01
4.000000000000000000e+02,1.349048630311992980e+01
4.010000000000000000e+02,1.397138048970020030e+01
4.020000000000000000e+02,1.358722125245499868e+01
4.030000000000000000e+02,1.396318086973436046e+01
4.040000000000000000e+02,1.442810780094866985e+01
4.050000000000000000e+02,1.401996098509617283e+01
4.060000000000000000e+02,1.444484167702423072e+01
4.070000000000000000e+02,1.382049446349228106e+01
4.080000000000000000e+02,1.390047375494387261e+01
4.090000000000000000e+02,1.313842319928765079e+01
4.100000000000000000e+02,1.338092518399358255e+01
4.110000000000000000e+02,1.309730074810118161e+01
4.120000000000000000e+02,1.381203794774484450e+01
4.130000000000000000e+02,1.362545771562445474e+01
4.140000000000000000e+02,1.366511160522234647e+01
4.150000000000000000e+02,1.345478959389041407e+01
4.160000000000000000e+02,1.330996929888205749e+01
4.170000000000000000e+02,1.367924179085965974e+01
4.180000000000000000e+02,1.314923088536984430e+01
4.190000000000000000e+02,1.322079477864395614e+01
4.200000000000000000e+02,1.301082211857247017e+01
4.210000000000000000e+02,1.300318593471865825e+01
4.220000000000000000e+02,1.295813574837369764e+01
4.230000000000000000e+02,1.300055311877780007e+01
4.240000000000000000e+02,1.301386929118963920e+01
4.250000000000000000e+02,1.310849827319326266e+01
4.260000000000000000e+02,1.326069760579775370e+01
4.270000000000000000e+02,1.247896778754857294e+01
4.280000000000000000e+02,1.234175141568697143e+01
4.290000000000000000e+02,1.228931273048392825e+01
4.300000000000000000e+02,1.203739199605760213e+01
4.310000000000000000e+02,1.191160773017487529e+01
4.320000000000000000e+02,1.192733821803377303e+01
4.330000000000000000e+02,1.229908986063283294e+01
4.340000000000000000e+02,1.190740706704460550e+01
4.350000000000000000e+02,1.238033195894211325e+01
4.360000000000000000e+02,1.192898111178419107e+01
4.370000000000000000e+02,1.200591419902612067e+01
4.380000000000000000e+02,1.187839498624330403e+01
4.390000000000000000e+02,1.164663811990016562e+01
4.400000000000000000e+02,1.115629522789165406e+01
4.410000000000000000e+02,1.084805429825328815e+01
4.420000000000000000e+02,1.051568652568369799e+01
4.430000000000000000e+02,1.018685040425188149e+01
4.440000000000000000e+02,9.874333063615150508e+00
4.450000000000000000e+02,9.802120829929586776e+00
4.460000000000000000e+02,9.463658373736137719e+00
4.470000000000000000e+02,9.778662675137514526e+00
4.480000000000000000e+02,9.470285946953614697e+00
4.490000000000000000e+02,9.621971563206823674e+00
4.500000000000000000e+02,9.300084059870950881e+00
4.510000000000000000e+02,9.437071326710091412e+00
4.520000000000000000e+02,9.306203436274390839e+00
4.530000000000000000e+02,9.626749882520199364e+00
4.540000000000000000e+02,9.374619451245246537e+00
4.550000000000000000e+02,9.397791458869955150e+00
4.560000000000000000e+02,9.222225867357606077e+00
4.570000000000000000e+02,9.374944899188299985e+00
4.580000000000000000e+02,9.145511898452758359e+00
4.590000000000000000e+02,9.260869277304379921e+00
4.600000000000000000e+02,9.021163120896529719e+00
4.610000000000000000e+02,9.514658449543345498e+00
4.620000000000000000e+02,9.297919348530472305e+00
4.630000000000000000e+02,9.489089357267285862e+00
4.640000000000000000e+02,9.239800015115203990e+00
4.650000000000000000e+02,9.496596407556994635e+00
4.660000000000000000e+02,9.159892392695882180e+00
4.670000000000000000e+02,9.411256543597080082e+00
4.680000000000000000e+02,9.174267997695306320e+00
4.690000000000000000e+02,9.300178438660793745e+00
4.700000000000000000e+02,9.249688897711861202e+00
4.710000000000000000e+02,9.376801108531148898e+00
4.720000000000000000e+02,9.382545295671732788e+00
4.730000000000000000e+02,9.358664607657654955e+00
4.740000000000000000e+02,9.478741120661219099e+00
4.750000000000000000e+02,9.696318702993892202e+00
4.760000000000000000e+02,9.267830247643903618e+00
4.770000000000000000e+02,9.568630620736213288e+00
4.780000000000000000e+02,9.564327147134211060e+00
4.790000000000000000e+02,9.158309047198425645e+00
4.800000000000000000e+02,9.249020528216062687e+00
4.810000000000000000e+02,9.442104876010700920e+00
4.820000000000000000e+02,9.121793519271543360e+00
4.830000000000000000e+02,9.097018442921299908e+00
4.840000000000000000e+02,8.664878727345621812e+00
4.850000000000000000e+02,8.345373330248547106e+00
4.860000000000000000e+02,8.065336193723316782e+00
4.870000000000000000e+02,7.960743639746129752e+00
4.880000000000000000e+02,7.848855189468778804e+00
4.890000000000000000e+02,8.003902890817913729e+00
4.900000000000000000e+02,7.775797830638333075e+00
4.910000000000000000e+02,7.960955723699196795e+00
4.920000000000000000e+02,7.593448038073618456e+00
4.930000000000000000e+02,7.844908374551462060e+00
4.940000000000000000e+02,7.620246295016203320e+00
4.950000000000000000e+02,7.826100612898500231e+00
4.960000000000000000e+02,7.574738082365141345e+00
4.970000000000000000e+02,7.795530272253726523e+00
4.980000000000000000e+02,7.473651927484071145e+00
4.990000000000000000e+02,7.687356865155976493e+00
5.000000000000000000e+02,7.601781328147776406e+00
5.010000000000000000e+02,7.965561451119021363e+00
5.020000000000000000e+02,7.679072533663710232e+00
5.030000000000000000e+02,7.695029724466466270e+00
5.040000000000000000e+02,7.326887392722321479e+00
5.050000000000000000e+02,7.291273968073830325e+00
5.060000000000000000e+02,7.146644341523895605e+00
5.070000000000000000e+02,7.031860728452588916e+00
5.080000000000000000e+02,6.835080841039583355e+00
5.090000000000000000e+02,6.778421468386946813e+00
